PRICE
56000.0
78000.0
23800.0
31800.0
49800.0
99800.0
90000.0
498800.0
99800.0
72800.0
35800.0
172800.0
645888.0
188888.0
155788.0
80000.0
67800.0
538800.0
41800.0
280000.0
25000.0
80888.0
40800.0
279000.0
116000.0
116800.0
95999.0
89888.0
46800.0
34800.0
108888.0
88800.0
22500.0
116800.0
102800.0
159000.0
150000.0
145800.0
83800.0
96500.0
71000.0
66800.0
64800.0
60800.0
33800.0
128988.0
48500.0
313000.0
81000.0
52366.0
75000.0
88800.0
68800.0
618800.0
96888.0
87300.0
95000.0
255500.0
24800.0
30500.0
42800.0
170800.0
65000.0
76000.0
82000.0
82800.0
75500.0
74888.0
29500.0
56800.0
52800.0
86800.0
73800.0
78800.0
85999.0
84777.0
202000.0
78800.0
108800.0
168888.0
81800.0
58888.0
150000.0
72800.0
199800.0
81000.0
219000.0
1150000.0
83800.0
132800.0
45988.0
72000.0
80800.0
55500.0
230000.0
47700.0
400000.0
79900.0
119800.0
117800.0
89800.0
149998.0
60000.0
80800.0
88800.0
177000.0
107800.0
72800.0
31800.0
38888.0
54700.0
160800.0
48800.0
201800.0
99800.0
33800.0
147888.0
30800.0
41800.0
22200.0
83800.0
105800.0
193800.0
63800.0
72800.0
82800.0
64000.0
158000.0
15888.0
96500.0
95800.0
28800.0
108800.0
96800.0
42800.0
2300000.0
79788.0
116666.0
118000.0
155800.0
21800.0
55800.0
111999.0
45888.0
27800.0
55800.0
136800.0
99800.0
459800.0
79000.0
23800.0
67888.0
14800.0
48800.0
176800.0
77888.0
38780.0
27800.0
62800.0
41800.0
292800.0
155800.0
145800.0
74800.0
94800.0
575000.0
139988.0
61999.0
52800.0
136800.0
720000.0
127000.0
33800.0
170800.0
97888.0
129000.0
57800.0
141988.0
61888.0
1500000.0
57000.0
47800.0
92800.0
76000.0
147888.0
68800.0
56800.0
88800.0
110800.0
81800.0
53800.0
67800.0
151800.0
120988.0
244800.0
46968.0
46000.0
73800.0
28800.0
72800.0
105888.0
99988.0
55800.0
60800.0
72800.0
163888.0
83800.0
60800.0
51800.0
109800.0
178800.0
110000.0
298000.0
238000.0
34800.0
40000.0
105800.0
106800.0
96998.0
90888.0
479555.0
62000.0
77800.0
78800.0
92800.0
33000.0
32988.0
85800.0
76800.0
83999.0
125800.0
107588.0
41000.0
39500.0
111633.0
40800.0
26800.0
88800.0
122800.0
143500.0
135800.0
173000.0
99800.0
129800.0
84888.0
81700.0
54800.0
38888.0
56800.0
598888.0
121800.0
53800.0
154800.0
78800.0
241888.0
77000.0
55800.0
51800.0
92800.0
16888.0
113000.0
98800.0
68000.0
89500.0
30800.0
98800.0
183888.0
73800.0
320800.0
53800.0
125800.0
45888.0
169800.0
13800.0
325000.0
138800.0
75800.0
86000.0
131800.0
73000.0
323000.0
100000.0
111800.0
53800.0
175788.0
35700.0
16800.0
93888.0
