MILEAGE,COE,CURB_WEIGHT,NO_OF_OWNERS,COE_NUMBER_OF_DAYS_LEFT,AGE_OF_COE,log_ROAD_TAX,log_ARF,log_POWER,log_BRAND_MEAN_PRICE,TYPE_OF_VEHICLE_Luxury Sedan,TYPE_OF_VEHICLE_MPV,TYPE_OF_VEHICLE_Mid-Sized Sedan,TYPE_OF_VEHICLE_SUV,TYPE_OF_VEHICLE_Sports Car,TYPE_OF_VEHICLE_Stationwagon
0.18211838110245554,0.4605596272877352,-0.2517194958040711,0.27113262855322634,-1.210307025204252,0.004924177602274942,-0.6697276766998894,0.120741172588578,-0.29893364699409686,0.45553035233785144,True,False,False,False,False,False
-0.2773401295055956,-0.8168988065552567,-0.76752836041506,-0.3386416770260398,-0.1193805259517819,-0.548321781161292,-1.5682829469674415,-0.4163152987706478,-0.9457643406386497,0.08482930506582383,False,False,False,False,False,False
0.7909030818891976,1.463611794602976,-0.475236670468833,0.27113262855322634,-1.715919078510762,0.2623815925927108,-0.7810664963794359,-0.5177322867209675,-0.5982437960209414,0.3502341850546721,False,False,False,False,False,False
-0.578862494880972,-0.1339872835223921,-1.919501491379602,0.8809069341324925,-1.0720731879702061,-0.06726611493846764,-1.2074085841480127,-1.996871652496675,-1.7972110641398453,-0.7410635990939525,False,False,True,False,False,False
0.9865838785706503,-0.8622192985383468,-0.6815602163132286,0.8809069341324925,0.13467085058646455,1.6531627152581674,0.597983716080988,-0.11206841822944266,-0.5982437960209414,0.3502341850546721,False,False,False,False,False,False
-0.6658317378505065,-0.812759948839906,-0.3892685263670015,-0.3386416770260398,0.5145025655088428,-0.9124675045968962,-1.2018304165788911,-0.17346178312453525,-0.9457643406386497,-0.29887505363503525,False,False,False,True,False,False
-0.8619908653682918,-0.7552298265965314,-0.8981999394498439,-0.3386416770260398,0.43355482298440157,-0.8351663948851276,-0.6659086643272001,-0.49499972293363836,-0.7766177253956598,-0.6925460275222741,False,False,True,False,False,False
-1.5833572511790963,-0.04101819209132711,0.09215308060325486,0.27113262855322634,1.0861181627198973,-1.1718414760264668,1.6988200893070908,1.7474527600009173,1.8258385987027133,1.9639141526858352,False,False,False,False,True,False
1.0518108107978013,0.27591483746165235,0.7970918622382731,0.27113262855322634,1.2044264017940807,1.101194460787357,1.1918719911653552,0.6889076957979072,0.27104665788305865,0.08482930506582383,True,False,False,False,False,False
-0.1440162800332991,-1.0656958909692753,-0.726263651246181,-0.948415982605306,-0.03594208365735783,-0.6154012565310086,-0.6735570107401887,-0.6299991116424071,-0.7351808513834576,-0.9748798350632554,False,False,True,False,False,False
-0.3027351484526997,0.38295604512490966,-0.12104791676928724,-0.3386416770260398,-1.3572583116332377,0.056671201458913426,-0.7810664963794359,-0.4474956427235104,-0.8236099543766175,-0.16989693344770937,False,False,False,False,False,False
-1.4050703030915506,-0.04101819209132711,-0.5783984433910307,-0.948415982605306,1.1770287043242698,-1.2344489863715356,0.026231969883897772,0.6257076847904423,1.1427058382164819,-0.3097694196288655,False,False,False,False,True,False
-1.9116661433890894,3.926852963893942,0.09215308060325486,-0.948415982605306,2.0300933755433817,-1.6688684459087475,1.6988200893070908,2.049861372967999,1.8258385987027133,1.9639141526858352,False,False,False,False,True,False
-0.25272783374521735,-0.8949162744896173,1.2269325827474304,0.27113262855322634,-0.040923483197323446,-0.5949579878469045,0.9853190428894033,1.1168796254818234,1.5352096914582005,0.45553035233785144,False,False,False,True,False,False
-1.3398433708643995,-0.025342268494436354,1.192545325106698,-0.3386416770260398,-0.39335750064989083,-0.42630102120304575,0.016841030898684245,1.2402870595144286,0.662758025481725,0.45553035233785144,False,False,False,False,True,False
-0.8600123150907348,0.0781809101107729,0.38444477054948195,-0.948415982605306,-0.6411821277631803,-0.31002993056220374,0.009756752477508101,0.26387721559311067,-0.374785548993601,-0.29887505363503525,False,False,False,True,False,False
0.5349525998298573,0.3004375694251052,-0.2345258669837048,-0.948415982605306,-0.6972228725877935,-0.2659491324621043,-0.7810664963794359,-0.08974338311028611,-0.5982437960209414,0.3502341850546721,False,False,False,True,False,False
-0.9049971560167267,2.766782882002584,0.057765822962522265,1.4906812397117586,1.7361908026854103,0.750464632425696,2.2147368448682485,2.3941304881125185,2.4667704658978553,3.519544720067096,False,False,False,False,True,False
1.127908898396144,0.09085616186403439,-0.5096239281095656,0.27113262855322634,-0.501702940644143,1.978338457764698,0.29891160537128947,-0.5814434588893109,-0.534974184571243,-0.6925460275222741,False,True,False,False,False,False
-0.36143938745713555,-0.7041149338119502,2.189775796687943,-0.3386416770260398,0.7660632422771064,-1.0019068050898516,0.9865076778017751,1.3851956437325035,1.3694919874697367,0.3502341850546721,False,False,False,True,False,False
0.6169645959501284,0.3771616443234187,-0.31017783379331654,-0.3386416770260398,-1.484283999902361,0.1544155798547861,-0.6659086643272001,-0.7334972879302845,-0.7766177253956598,-0.15218907050075217,False,False,False,False,False,False
-0.5020903956496153,-0.961758826592531,-0.5749597176269575,-0.948415982605306,0.29283028598037286,-0.7731977366864371,-0.9109454029180457,-0.6725163734679873,-0.7766177253956598,0.4805091745416212,False,False,False,False,False,False
0.5734799744653611,0.2101069997875763,1.2097389539270642,-0.3386416770260398,-0.8055683125820456,2.1361349379201267,1.5596051864219937,1.069871678436013,0.5399092075628734,0.45553035233785144,True,False,False,False,False,False
-0.12227396929091547,3.4492805192639135,2.739971918939665,2.710229850870291,2.067453872093124,0.6463317325660408,1.833109044637062,1.9433003801425768,2.23152725676929,2.849125179740877,False,False,False,False,True,False
0.8561300141163485,1.3117674521710474,0.8142854910586393,0.27113262855322634,1.4099091328176625,0.9830068137073801,1.7589710650068835,0.9557658809022834,1.1427058382164819,0.45553035233785144,True,False,False,False,False,False
-0.25272783374521735,1.5460267988598968,-0.3548812687262689,0.27113262855322634,2.4883821332202185,0.2566319232753066,-0.6697276766998894,-0.7210046468493032,-0.8236099543766175,0.45553035233785144,False,False,False,False,False,False
-0.17010705292415948,-0.3247368884786172,0.676736460495709,-0.948415982605306,-0.3049376588155011,-0.45632707208282364,0.026231969883897772,0.26266865449124627,0.5399092075628734,-0.29887505363503525,False,False,False,True,False,False
0.2473453133296065,0.38300778084635156,1.828709591460251,-0.948415982605306,-1.0334673415354725,-0.07940430571965444,0.5822669411400866,0.4410298436784615,0.028941295157601965,-0.29887505363503525,False,True,False,False,False,False
-0.2062645156887435,0.04300061953029199,-1.0598200503612871,0.27113262855322634,-0.7719438656872777,-0.24614471592437845,-0.7852093435780151,-0.8641867467866117,-0.6855913326292795,-0.6925460275222741,False,False,False,True,False,False
0.39084456422933855,0.5278160651621839,-0.475236670468833,-0.3386416770260398,-1.3846560091030486,0.10075199955901287,-0.277987694220235,-0.29703087525438265,-0.49380041778346556,-0.29887505363503525,False,True,False,False,False,False
1.5083993363878578,-0.777631393980867,0.6939300893160752,2.710229850870291,0.7847434905519776,1.3100991126530455,1.4500234730570503,0.6578477952243905,1.1427058382164819,0.3502341850546721,True,False,False,False,False,False
1.2474916074792541,-0.10951628728038111,-0.6471729586724959,1.4906812397117586,1.3551137378780407,1.028365316100236,-0.5488374901216226,-0.1674736718614125,-0.7766177253956598,0.08482930506582383,False,False,False,False,False,False
0.6169645959501284,1.3342724909982668,-0.475236670468833,-0.948415982605306,-1.776941222875341,0.29560190420438,-0.7810664963794359,-0.4625625475743512,-0.5982437960209414,0.3502341850546721,False,False,False,False,False,False
-0.6928139454818046,2.0830435874266495,0.7627046045975405,-0.3386416770260398,1.5792767171764934,0.9012337389709637,0.28630865842143716,0.4943275506792103,0.6266308770099934,0.8157241954458482,False,False,False,True,False,False
-0.1875009015180664,0.264481243022996,1.0378026657234012,-0.948415982605306,-0.40456564961481345,-0.4033023439334286,0.4550280473214063,0.3419593055729989,-0.1201907567241249,-0.29887505363503525,False,True,False,False,False,False
-0.12905757024253917,0.02075425931028201,1.192545325106698,-0.3386416770260398,-0.455624994899461,-0.38285907524932455,0.007387432974798174,1.0005594337117019,0.7216596917500886,1.9639141526858352,False,False,False,True,False,False
0.6821915281772793,-0.30606029303809723,-0.475236670468833,1.4906812397117586,1.0138878693903959,1.1753013097672342,1.3874117284584129,0.7868735920453395,0.8348560983467748,1.9639141526858352,False,False,False,False,True,False
0.8290608372420809,0.02075425931028201,2.1210012814064783,-0.3386416770260398,-1.1106790344049395,-0.07876545357327619,1.4564336154903974,1.315368312380719,1.094346832459292,1.9639141526858352,False,False,False,True,False,False
-0.1440162800332991,-0.894605860160966,-0.7228249254821076,-0.948415982605306,-0.011035085957529745,-0.6205120737020346,-0.9109454029180457,-0.35558350338111305,-0.3941718439593359,-0.6256852187684672,False,True,False,False,False,False
0.38029954351928247,0.030532310662798025,0.6251555740346101,-0.3386416770260398,-0.5079296900691,-0.35283302436954667,0.026231969883897772,0.3831813895933041,0.044893820696561997,0.3502341850546721,False,False,False,True,False,False
1.5953685793573924,-0.5167798864708895,0.5391874299327786,0.8809069341324925,-1.0670917884302404,-0.07365463640225016,0.016841030898684245,0.7440177220350054,0.044893820696561997,0.45553035233785144,True,False,False,False,False,False
0.2473453133296065,-0.5224190801080548,-0.3548812687262689,-0.3386416770260398,-0.22025386663608565,-0.5004078701829231,-0.9476891861039071,-0.2517225773832211,-0.534974184571243,0.9377591228969163,False,False,False,True,False,False
0.4430261100110593,-0.5121236715411199,-1.3693053691278805,-0.948415982605306,-0.16047707215649826,-0.5393778511119965,-0.7852093435780151,-0.8176937120281222,-1.1020896018194863,-0.29887505363503525,False,False,True,False,False,False
-1.0137087097286448,-0.020168696350247987,-0.16575135170223962,0.27113262855322634,-0.7819066647672089,-0.21356325645908755,-0.9109454029180457,-0.20286466129636385,-0.3941718439593359,0.08482930506582383,True,False,False,False,False,False
